what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1749050119686
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1749050119686
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1749050119687
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1749050119687
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1749050119687
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1749050119690
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1749050119691
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1749050119691
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1749050119692
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1749050119692
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1749050119693
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1749050119693
os,sysinfo,,,"win32",1749050119695
arch,sysinfo,,,"x86",1749050119695
ws,sysinfo,,,"win32",1749050119695
locale,sysinfo,,,"en_US",1749050119695
processors,sysinfo,,,"16",1749050119695
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1749050119695
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1749050119695
java.specification.name,sysinfo,,,"Java Platform API Specification",1749050119695
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1749050119695
java.specification.version,sysinfo,,,"1.6",1749050119695
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1749050119695
java.version,sysinfo,,,"1.6.0_23",1749050119695
java.vm.info,sysinfo,,,"mixed mode",1749050119695
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1749050119695
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1749050119695
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1749050119695
java.vm.specification.version,sysinfo,,,"1.0",1749050119695
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1749050119695
java.vm.version,sysinfo,,,"19.0-b09",1749050119695
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1749050122516
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1749050122617
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1749050122711
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1749050122732
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1749050122732
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1749050122733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050124452
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1749050145546
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1749050145571
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1749050146291
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1749050147714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050153535
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1749050156716
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1749050156717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050159143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050170545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050174425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050175446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050177877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050188875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050189621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050193354
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1749050197980
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1749050197984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050200434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050200495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050200572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050201961
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1749050201973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050204063
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1749050207436
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1749050211063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050238821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050241161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050255326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050258538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050260001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050266562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1749050276014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1749050301685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050304512
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1749050304534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050306802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050382585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050386147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050393133
error,log,,,"Unhandled event loop exception",1749050393273
error,log,,,"Unhandled event loop exception",1749050393273
error,log,,,"Unhandled event loop exception",1749050393274
error,log,,,"Unhandled event loop exception",1749050393274
error,log,,,"Unhandled event loop exception",1749050393274
error,log,,,"Unhandled event loop exception",1749050393275
error,log,,,"Unhandled event loop exception",1749050393275
error,log,,,"Unhandled event loop exception",1749050393276
error,log,,,"Unhandled event loop exception",1749050393276
error,log,,,"Unhandled event loop exception",1749050393276
error,log,,,"Unhandled event loop exception",1749050393277
error,log,,,"Unhandled event loop exception",1749050393277
error,log,,,"Unhandled event loop exception",1749050393277
error,log,,,"Unhandled event loop exception",1749050393278
error,log,,,"Unhandled event loop exception",1749050393278
error,log,,,"Unhandled event loop exception",1749050393278
error,log,,,"Unhandled event loop exception",1749050393279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050394984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050397746
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050398063
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1749050398334
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1749050398349
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1749050400964
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1749050401239
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1749050401327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050408571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050411580
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050411876
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1749050412212
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050416239
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1749050421419
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1749050425930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050426997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050529035
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1749050529053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050532400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050534002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050536503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050537597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050546246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050548450
error,log,,,"The Nios II ELF executable does not exist. Please verify that the project 123 built successfully.",1749050548464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050548516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050549930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050561308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050569096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050570094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050575883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050577228
error,log,,,"The Nios II ELF executable does not exist. Please verify that the project 123 built successfully.",1749050577238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050577295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050578403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050589697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050591305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050592962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050593037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050593071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050595230
error,log,,,"The Nios II ELF executable does not exist. Please verify that the project 123 built successfully.",1749050602471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050602535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050605071
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050607712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050607817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050608043
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1749050608051
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050612227
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1749050614904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050619771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050632027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050643326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050702665
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1749050702690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1749050703901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050735734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050736930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050736988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050738721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050744548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050745896
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1749050747567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050747613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050749127
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050749417
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1749050749675
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050753795
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1749050762636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050769109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050771596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1749050782478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050785003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050786148
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050786437
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1749050786696
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050790805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050800110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050811242
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1749050813057
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1749050815611
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1749050816591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1749050819411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050822042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050823380
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050823670
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1749050823930
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1749050828028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050833631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050836156
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1749050836178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1749050836609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1749050837449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050840973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050846131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050849444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050855835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1749050857291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050860820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1749050865781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1749050867348
